longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,households_per_capita
-118.52,34.21,36.0,2394.0,424.0,1490,427,4,206700.0,0.2865771812080537
-118.52,34.21,36.0,1328.0,287.0,823,273,5,193700.0,0.33171324422843257
-118.52,34.21,34.0,1663.0,299.0,762,282,5,211000.0,0.3700787401574803
-118.52,34.2,37.0,1795.0,346.0,1082,354,5,207200.0,0.32717190388170053
-118.52,34.19,42.0,881.0,170.0,464,163,3,203900.0,0.35129310344827586
-118.52,34.19,37.0,1560.0,275.0,763,284,4,206900.0,0.3722149410222805
-118.52,34.18,46.0,2082.0,438.0,1047,393,4,216000.0,0.3753581661891118
-118.52,34.18,43.0,1700.0,380.0,930,349,4,213100.0,0.37526881720430105
-118.52,34.18,42.0,1611.0,410.0,879,386,3,221800.0,0.4391353811149033
-118.52,34.18,34.0,2307.0,388.0,1168,427,4,245400.0,0.3655821917808219
-118.52,34.17,20.0,17377.0,4457.0,7450,4204,3,259600.0,0.5642953020134228
-118.52,34.05,45.0,1814.0,325.0,709,311,5,500001.0,0.4386459802538787
-118.52,34.04,47.0,1985.0,315.0,819,340,7,500001.0,0.41514041514041516
-118.52,34.04,43.0,2167.0,254.0,761,256,14,500001.0,0.3363994743758213
-118.52,34.04,42.0,993.0,130.0,368,134,11,500001.0,0.3641304347826087
-118.52,34.02,24.0,7418.0,1755.0,2713,1577,5,500001.0,0.5812753409509768
-118.52,34.01,25.0,2757.0,738.0,1014,633,3,500001.0,0.6242603550295858
-118.53,34.45,10.0,5509.0,969.0,3002,959,6,220100.0,0.31945369753497665
-118.53,34.44,19.0,3013.0,507.0,1356,484,5,233200.0,0.35693215339233036
-118.53,34.38,18.0,2288.0,607.0,2305,597,3,136100.0,0.25900216919739694
-118.53,34.37,8.0,3839.0,852.0,1342,593,4,333700.0,0.44187779433681074
-118.53,34.27,33.0,1927.0,305.0,896,293,6,320500.0,0.32700892857142855
-118.53,34.26,18.0,3674.0,577.0,1590,550,8,308400.0,0.34591194968553457
-118.53,34.25,20.0,6331.0,1537.0,2957,1509,3,323100.0,0.5103145079472439
-118.53,34.23,32.0,4039.0,984.0,2675,941,3,240000.0,0.35177570093457944
-118.53,34.23,27.0,2131.0,543.0,1065,528,3,230400.0,0.49577464788732395
-118.53,34.22,29.0,4101.0,849.0,2630,867,5,199800.0,0.32965779467680606
-118.53,34.21,18.0,3124.0,796.0,1855,725,3,213200.0,0.3908355795148248
-118.53,34.2,33.0,3270.0,818.0,2118,763,3,205300.0,0.3602455146364495
-118.53,34.2,26.0,2221.0,662.0,1998,603,3,191100.0,0.30180180180180183
-118.53,34.19,32.0,2618.0,692.0,1961,633,3,192300.0,0.3227944926058134
-118.53,34.18,26.0,4175.0,885.0,2118,778,4,240300.0,0.36732766761095376
-118.53,34.18,16.0,7194.0,1976.0,3687,1894,3,189300.0,0.5136967724437211
-118.53,34.17,18.0,6430.0,1412.0,2897,1348,4,243800.0,0.4653089402830514
-118.53,34.16,32.0,3554.0,762.0,1623,750,4,290600.0,0.46210720887245843
-118.53,34.14,28.0,6920.0,906.0,2515,860,9,500001.0,0.341948310139165
-118.53,34.09,37.0,5477.0,833.0,1925,757,8,500001.0,0.39324675324675323
-118.53,34.03,40.0,4350.0,763.0,1551,665,7,500001.0,0.42875564152159895
-118.54,34.38,18.0,2096.0,309.0,1044,328,7,262100.0,0.31417624521072796
-118.54,34.3,22.0,4423.0,622.0,1995,582,8,376200.0,0.29172932330827067
-118.54,34.28,18.0,5481.0,780.0,2477,764,7,377200.0,0.3084376261606782
-118.54,34.28,10.0,7665.0,999.0,3517,998,11,500001.0,0.283764572078476
-118.54,34.26,23.0,4960.0,592.0,1929,586,11,500001.0,0.303784344219803
-118.54,34.25,26.0,2639.0,378.0,1191,401,6,322200.0,0.33669185558354325
-118.54,34.24,24.0,4631.0,1164.0,2360,1083,3,264000.0,0.4588983050847458
-118.54,34.23,35.0,3422.0,601.0,1690,574,4,232900.0,0.33964497041420116
-118.54,34.23,29.0,1753.0,342.0,1318,333,4,241400.0,0.2526555386949924
-118.54,34.22,35.0,1664.0,300.0,1000,309,5,224100.0,0.309
-118.54,34.22,34.0,2193.0,513.0,1299,497,4,211600.0,0.3826020015396459
-118.54,34.21,32.0,2593.0,566.0,1596,547,4,199200.0,0.34273182957393483
-118.54,34.21,22.0,6064.0,1826.0,4876,1697,3,227100.0,0.34803117309269893
-118.54,34.2,37.0,1600.0,349.0,1012,366,4,201600.0,0.3616600790513834
-118.54,34.19,33.0,2205.0,453.0,1242,419,4,203700.0,0.33735909822866345
-118.54,34.19,22.0,3380.0,790.0,2199,737,3,239200.0,0.33515234197362437
-118.54,34.18,25.0,1938.0,457.0,1280,425,4,240300.0,0.33203125
-118.54,34.18,17.0,7214.0,1994.0,4100,1823,3,174500.0,0.4446341463414634
-118.54,34.17,34.0,2458.0,433.0,1034,373,6,443600.0,0.3607350096711799
-118.54,34.17,25.0,3352.0,891.0,1815,860,3,425000.0,0.4738292011019284
-118.54,34.17,11.0,1080.0,174.0,386,160,6,315900.0,0.41450777202072536
-118.54,34.06,21.0,3755.0,525.0,1493,526,11,500001.0,0.3523107836570663
-118.54,34.05,33.0,6778.0,1092.0,2540,1052,9,500001.0,0.4141732283464567
-118.55,34.44,14.0,15348.0,2366.0,7087,2169,6,237700.0,0.30605333709609145
-118.55,34.41,8.0,21086.0,3945.0,9936,3790,6,265100.0,0.38144122383252815
-118.55,34.39,16.0,8726.0,1317.0,3789,1279,7,323300.0,0.3375560833993138
-118.55,34.37,21.0,7010.0,1063.0,3331,1038,7,278100.0,0.311618132692885
-118.55,34.28,16.0,8879.0,1239.0,3468,1200,8,428600.0,0.3460207612456747
-118.55,34.27,25.0,4919.0,661.0,2183,625,8,352800.0,0.2863032524049473
-118.55,34.26,21.0,4018.0,536.0,1508,529,8,445400.0,0.35079575596816975
-118.55,34.24,21.0,5751.0,1082.0,2230,1016,4,407500.0,0.4556053811659193
-118.55,34.23,25.0,4409.0,1018.0,4579,1010,3,245100.0,0.22057217733129506
-118.55,34.21,35.0,2592.0,490.0,1427,434,5,246400.0,0.3041345480028031
-118.55,34.2,21.0,2549.0,651.0,1624,628,4,179800.0,0.3866995073891626
-118.55,34.19,36.0,978.0,170.0,475,192,5,222500.0,0.40421052631578946
-118.55,34.19,31.0,1856.0,370.0,990,360,4,223800.0,0.36363636363636365
-118.55,34.19,18.0,5862.0,1322.0,3161,1280,3,170600.0,0.4049351471053464
-118.55,34.18,32.0,3011.0,529.0,1287,525,5,311000.0,0.40792540792540793
-118.55,34.04,41.0,1482.0,239.0,617,242,9,500001.0,0.39222042139384117
-118.55,34.03,35.0,9075.0,1858.0,3646,1724,6,500001.0,0.4728469555677455
-118.55,33.99,39.0,2603.0,456.0,928,410,8,500001.0,0.4418103448275862
-118.56,34.42,2.0,966.0,270.0,233,169,2,450000.0,0.7253218884120172
-118.56,34.41,4.0,17313.0,3224.0,6902,2707,6,320900.0,0.3922051579252391
-118.56,34.37,23.0,3927.0,728.0,1984,707,5,202600.0,0.3563508064516129
-118.56,34.25,31.0,1962.0,243.0,697,242,9,500001.0,0.3472022955523673
-118.56,34.24,23.0,2980.0,362.0,1208,378,8,500001.0,0.3129139072847682
-118.56,34.23,36.0,3215.0,529.0,1710,539,6,248400.0,0.3152046783625731
-118.56,34.23,36.0,2406.0,432.0,1242,454,5,221800.0,0.36553945249597425
-118.56,34.22,35.0,1843.0,329.0,1041,317,4,205100.0,0.3045148895292987
-118.56,34.22,34.0,1599.0,294.0,819,306,4,197000.0,0.37362637362637363
-118.56,34.21,36.0,1286.0,242.0,788,248,4,196800.0,0.3147208121827411
-118.56,34.21,13.0,8327.0,1849.0,4126,1773,4,189800.0,0.4297140087251575
-118.56,34.2,36.0,1544.0,308.0,891,286,4,190900.0,0.32098765432098764
-118.56,34.2,35.0,2273.0,410.0,1431,403,4,196700.0,0.28162124388539483
-118.56,34.2,35.0,1770.0,362.0,1083,355,5,221000.0,0.32779316712834716
-118.56,34.19,36.0,2600.0,441.0,1246,426,4,215600.0,0.3418940609951846
-118.56,34.19,35.0,782.0,144.0,425,140,5,201400.0,0.32941176470588235
-118.56,34.19,34.0,2579.0,561.0,1237,517,4,235100.0,0.417946645109135
-118.56,34.19,34.0,2185.0,372.0,986,347,5,266700.0,0.35192697768762676
-118.56,34.19,34.0,1237.0,242.0,671,221,4,183600.0,0.3293591654247392
-118.56,34.18,39.0,1819.0,291.0,770,278,5,457300.0,0.36103896103896105
-118.56,34.18,36.0,1366.0,224.0,719,270,5,251000.0,0.37552155771905427
-118.56,34.17,35.0,2987.0,391.0,1244,387,7,500001.0,0.31109324758842444
-118.56,34.14,23.0,9657.0,1189.0,3585,1162,10,500001.0,0.32412831241283124
-118.56,34.06,24.0,2332.0,349.0,761,325,7,500001.0,0.42706964520367935
-118.56,34.03,34.0,2095.0,343.0,662,299,8,500001.0,0.4516616314199396
-118.57,34.29,4.0,6995.0,1151.0,2907,1089,7,341200.0,0.3746130030959752
-118.57,34.27,20.0,7384.0,845.0,2795,872,10,500001.0,0.31198568872987475
-118.57,34.25,34.0,5098.0,778.0,2239,778,6,273100.0,0.3474765520321572
-118.57,34.25,20.0,4679.0,609.0,1945,609,9,419900.0,0.3131105398457584
-118.57,34.23,22.0,3275.0,648.0,1746,585,5,221900.0,0.33505154639175255
-118.57,34.22,27.0,2795.0,606.0,1702,586,4,258400.0,0.34430082256169214
-118.57,34.22,17.0,3262.0,753.0,1879,708,4,255200.0,0.37679616817456096
-118.57,34.21,36.0,878.0,167.0,499,179,4,190400.0,0.3587174348697395
-118.57,34.21,23.0,4891.0,793.0,2447,765,6,270500.0,0.31262770739681245
-118.57,34.2,36.0,2559.0,469.0,1358,445,5,201500.0,0.3276877761413844
-118.57,34.2,33.0,1759.0,311.0,943,315,5,209200.0,0.3340402969247084
-118.57,34.2,18.0,7157.0,1869.0,4642,1699,3,208000.0,0.3660060318828091
-118.57,34.18,36.0,2981.0,441.0,1243,413,7,439800.0,0.33226065969428803
-118.57,34.17,31.0,1950.0,383.0,870,357,3,500001.0,0.4103448275862069
-118.57,34.15,22.0,5791.0,706.0,2059,673,11,500001.0,0.32685769791160757
-118.57,34.09,14.0,7970.0,1142.0,2926,1096,11,500001.0,0.3745727956254272
-118.58,34.25,23.0,4883.0,769.0,2119,725,6,280800.0,0.3421425200566305
-118.58,34.24,26.0,3239.0,647.0,1529,590,3,236900.0,0.3858731196860693
-118.58,34.23,35.0,1917.0,314.0,1019,340,5,234900.0,0.3336604514229637
-118.58,34.23,29.0,3907.0,773.0,2037,727,4,230200.0,0.35689739813451155
-118.58,34.22,35.0,2560.0,441.0,1428,468,6,228200.0,0.3277310924369748
-118.58,34.22,35.0,1969.0,339.0,950,340,5,230400.0,0.35789473684210527
-118.58,34.21,27.0,2209.0,353.0,1034,344,5,250900.0,0.33268858800773693
-118.58,34.21,24.0,2642.0,696.0,1649,633,3,217700.0,0.38386901152213465
-118.58,34.2,37.0,1389.0,252.0,826,249,5,220900.0,0.30145278450363194
-118.58,34.2,35.0,1558.0,267.0,793,249,5,220200.0,0.31399747793190413
-118.58,34.2,35.0,1323.0,228.0,756,216,4,221300.0,0.2857142857142857
-118.58,34.2,21.0,2979.0,744.0,1824,692,4,223700.0,0.3793859649122807
-118.58,34.19,35.0,2329.0,399.0,966,336,4,224900.0,0.34782608695652173
-118.58,34.19,27.0,4286.0,1071.0,2863,1033,3,222800.0,0.3608103388054488
-118.58,34.19,15.0,3061.0,1079.0,2173,1078,3,187500.0,0.49608835710998617
-118.58,34.18,28.0,908.0,142.0,368,143,6,340500.0,0.38858695652173914
-118.58,34.17,29.0,3393.0,574.0,1471,587,6,334900.0,0.3990482664853841
-118.58,34.15,21.0,3856.0,547.0,1422,535,8,450700.0,0.3762306610407876
-118.58,34.12,42.0,718.0,140.0,324,131,6,500001.0,0.404320987654321
-118.58,34.06,25.0,4440.0,693.0,1560,636,9,500001.0,0.4076923076923077
-118.59,35.72,28.0,1491.0,408.0,98,48,1,90000.0,0.4897959183673469
-118.59,34.47,5.0,538.0,98.0,8733,105,4,154600.0,0.01202335967021642
-118.59,34.26,20.0,8146.0,1131.0,3562,1054,7,357100.0,0.29590117911285796
-118.59,34.25,15.0,9716.0,2387.0,4992,2225,4,193300.0,0.445713141025641
-118.59,34.23,17.0,6592.0,1525.0,4459,1463,3,254500.0,0.3281004709576138
-118.59,34.23,14.0,4407.0,1209.0,2676,1128,3,168800.0,0.42152466367713004
-118.59,34.22,17.0,6015.0,1464.0,3056,1347,4,229000.0,0.4407722513089005
-118.59,34.21,34.0,2389.0,521.0,1560,514,5,225400.0,0.3294871794871795
-118.59,34.21,34.0,1943.0,320.0,895,305,5,227700.0,0.3407821229050279
-118.59,34.21,26.0,2335.0,669.0,1986,645,3,178800.0,0.324773413897281
-118.59,34.2,21.0,1789.0,679.0,2300,677,3,179800.0,0.29434782608695653
-118.59,34.18,7.0,11853.0,2691.0,4404,2447,4,271300.0,0.5556312443233424
-118.59,34.17,36.0,1887.0,359.0,761,329,5,296000.0,0.4323258869908016
-118.59,34.15,29.0,2023.0,330.0,747,304,7,369700.0,0.4069611780455154
-118.59,34.14,19.0,1303.0,155.0,450,145,11,483100.0,0.32222222222222224
-118.59,34.11,35.0,2396.0,472.0,1054,457,6,407000.0,0.4335863377609108
-118.6,37.39,19.0,2682.0,518.0,1134,399,3,166000.0,0.35185185185185186
-118.6,34.26,18.0,6154.0,1070.0,3010,1034,6,271500.0,0.34352159468438537
-118.6,34.23,19.0,8866.0,2355.0,5005,2194,3,230300.0,0.4383616383616384
-118.6,34.21,21.0,9512.0,2560.0,7282,2387,3,227500.0,0.32779456193353473
-118.6,34.2,10.0,2869.0,941.0,2162,829,3,150000.0,0.3834412580943571
-118.6,34.19,16.0,14912.0,4183.0,5105,3302,3,213900.0,0.6468168462291871
-118.6,34.16,32.0,3999.0,667.0,1628,631,6,338500.0,0.38759213759213756
-118.6,34.15,28.0,4570.0,744.0,1693,695,6,361900.0,0.41051388068517425
-118.6,34.09,43.0,2228.0,438.0,960,395,8,438500.0,0.4114583333333333
-118.6,34.08,40.0,866.0,181.0,399,176,7,380000.0,0.44110275689223055
-118.6,34.07,16.0,319.0,59.0,149,64,5,433300.0,0.42953020134228187
-118.6,34.02,36.0,2043.0,467.0,606,326,8,500001.0,0.5379537953795379
-118.61,35.47,13.0,2267.0,601.0,756,276,3,78400.0,0.36507936507936506
-118.61,35.08,6.0,3660.0,646.0,1243,482,3,137200.0,0.38777152051488334
-118.61,34.99,11.0,4031.0,766.0,1539,564,4,120800.0,0.3664717348927875
-118.61,34.59,5.0,4028.0,896.0,2062,826,4,167100.0,0.4005819592628516
-118.61,34.38,2.0,5989.0,883.0,1787,613,7,329500.0,0.3430330162283156
-118.61,34.31,4.0,1949.0,458.0,868,398,5,285200.0,0.45852534562211983
-118.61,34.25,16.0,8295.0,1506.0,3903,1451,6,276600.0,0.3717653087368691
-118.61,34.24,17.0,5406.0,895.0,2337,882,6,375900.0,0.3774069319640565
-118.61,34.23,26.0,3727.0,572.0,1724,530,6,327300.0,0.3074245939675174
-118.61,34.22,24.0,5256.0,758.0,2474,780,7,333700.0,0.3152789005658852
-118.61,34.21,41.0,1058.0,228.0,778,245,3,180500.0,0.3149100257069409
-118.61,34.21,34.0,3494.0,557.0,1861,576,6,251500.0,0.30951101558301986
-118.61,34.21,33.0,2609.0,431.0,1208,406,5,227100.0,0.3360927152317881
-118.61,34.2,16.0,1718.0,467.0,896,475,4,160900.0,0.5301339285714286
-118.61,34.19,34.0,703.0,127.0,369,127,4,210100.0,0.34417344173441733
-118.61,34.19,28.0,3824.0,749.0,1790,701,4,246400.0,0.3916201117318436
-118.61,34.17,31.0,1689.0,362.0,705,360,4,278500.0,0.5106382978723404
-118.61,34.17,19.0,5944.0,1345.0,2372,1250,4,328900.0,0.5269814502529511
-118.61,34.16,29.0,4364.0,647.0,1550,624,7,367400.0,0.40258064516129033
-118.62,34.26,15.0,10860.0,1653.0,4178,1581,6,262100.0,0.3784107228338918
-118.62,34.22,34.0,2633.0,471.0,1313,428,4,232900.0,0.32597105864432596
-118.62,34.22,33.0,1636.0,275.0,866,289,6,241300.0,0.33371824480369516
-118.62,34.21,26.0,3234.0,517.0,1597,513,6,258600.0,0.32122730118973075
-118.62,34.2,29.0,2421.0,402.0,1120,388,5,244800.0,0.3464285714285714
-118.62,34.2,23.0,3098.0,542.0,1486,492,6,235800.0,0.3310901749663526
-118.62,34.19,35.0,1934.0,307.0,905,315,6,267400.0,0.34806629834254144
-118.62,34.18,25.0,3124.0,468.0,1241,439,6,333100.0,0.35374697824335216
-118.62,34.17,34.0,3268.0,538.0,1463,519,7,308300.0,0.3547505126452495
-118.62,34.17,32.0,1491.0,355.0,756,296,3,262800.0,0.3915343915343915
-118.62,34.15,26.0,5661.0,791.0,2493,780,8,409900.0,0.3128760529482551
-118.63,34.21,31.0,3952.0,647.0,1762,588,6,244800.0,0.3337116912599319
-118.63,34.2,19.0,7411.0,1045.0,2814,950,7,336100.0,0.33759772565742713
-118.63,34.19,32.0,3568.0,591.0,1741,563,5,259600.0,0.32337736932797245
-118.63,34.17,33.0,4769.0,787.0,2019,743,6,338200.0,0.3680039623576028
-118.63,34.16,33.0,2896.0,455.0,1116,411,6,347700.0,0.3682795698924731
-118.63,34.16,30.0,3346.0,487.0,1296,495,7,392700.0,0.3819444444444444
-118.63,34.11,35.0,3795.0,690.0,1521,653,6,448100.0,0.42932281393819854
-118.64,34.25,47.0,1315.0,290.0,581,268,5,253000.0,0.4612736660929432
-118.64,34.22,16.0,4312.0,574.0,1902,574,8,390000.0,0.3017875920084122
-118.64,34.19,33.0,3017.0,494.0,1423,470,6,248400.0,0.3302881236823612
-118.64,34.19,30.0,2399.0,373.0,1062,377,6,245600.0,0.3549905838041431
-118.64,34.19,28.0,3274.0,571.0,1424,521,4,247300.0,0.36587078651685395
-118.64,34.18,33.0,3808.0,623.0,1784,615,5,263400.0,0.3447309417040359
-118.64,34.17,26.0,6767.0,903.0,2574,883,8,409000.0,0.34304584304584307
-118.65,34.27,23.0,1724.0,265.0,934,306,6,229200.0,0.32762312633832974
-118.65,34.21,5.0,5429.0,665.0,2315,687,10,500001.0,0.2967602591792657
-118.65,34.19,27.0,2772.0,511.0,1346,497,5,243000.0,0.36924219910846956
-118.65,34.18,27.0,1793.0,339.0,1016,326,5,240300.0,0.32086614173228345
-118.65,34.18,26.0,4607.0,656.0,1769,643,7,367600.0,0.3634821933295647
-118.66,35.2,7.0,9664.0,1692.0,3617,1370,4,162900.0,0.3787669339231407
-118.66,34.43,9.0,2356.0,469.0,1556,386,4,155000.0,0.2480719794344473
-118.66,34.23,18.0,897.0,142.0,263,110,6,350000.0,0.41825095057034223
-118.66,34.19,23.0,7544.0,1031.0,3221,1043,8,374900.0,0.3238124805960882
-118.66,34.18,25.0,6612.0,857.0,2519,843,8,419000.0,0.33465660976578004
-118.66,34.1,12.0,2560.0,365.0,907,366,10,500001.0,0.40352811466372657
-118.66,34.02,23.0,8798.0,1465.0,2750,1208,9,500001.0,0.43927272727272726
-118.67,34.3,5.0,6123.0,825.0,2440,736,8,393000.0,0.3016393442622951
-118.67,34.27,15.0,3221.0,659.0,1390,607,4,191800.0,0.4366906474820144
-118.67,34.27,10.0,3753.0,678.0,1859,660,5,204600.0,0.35502958579881655
-118.67,34.16,17.0,16544.0,2206.0,6214,2118,9,500001.0,0.3408432571612488
-118.68,34.33,45.0,121.0,25.0,67,27,3,325000.0,0.40298507462686567
-118.68,34.28,5.0,6150.0,1265.0,3188,1266,5,223000.0,0.3971141781681305
-118.68,34.28,17.0,6488.0,1102.0,3199,1070,5,238000.0,0.3344795248515161
-118.68,34.27,26.0,1561.0,212.0,817,242,5,209100.0,0.2962056303549572
-118.68,34.27,16.0,4637.0,941.0,2476,878,4,225200.0,0.3546042003231018
-118.68,34.08,18.0,102.0,17.0,55,21,4,500001.0,0.38181818181818183
-118.69,34.21,10.0,3663.0,409.0,1179,371,13,500001.0,0.3146734520780322
-118.69,34.18,11.0,1177.0,138.0,415,119,10,500001.0,0.28674698795180725
-118.69,34.08,23.0,204.0,40.0,117,41,10,500001.0,0.3504273504273504
-118.7,35.82,20.0,4642.0,1300.0,658,247,2,82100.0,0.37537993920972645
-118.7,34.53,5.0,14275.0,2474.0,7158,2311,5,236300.0,0.32285554624196705
-118.7,34.3,27.0,1527.0,220.0,756,226,6,227000.0,0.29894179894179895
-118.7,34.3,23.0,2831.0,406.0,1284,393,6,244100.0,0.3060747663551402
-118.7,34.29,25.0,1678.0,252.0,862,268,6,229800.0,0.3109048723897912
-118.7,34.28,27.0,727.0,136.0,467,144,4,250000.0,0.3083511777301927
-118.7,34.28,25.0,2377.0,491.0,1200,439,5,196100.0,0.36583333333333334
-118.7,34.24,28.0,2405.0,462.0,1011,378,5,204300.0,0.37388724035608306
-118.71,34.3,23.0,1983.0,280.0,978,287,6,236700.0,0.2934560327198364
-118.71,34.3,20.0,1586.0,187.0,699,209,7,335000.0,0.2989985693848355
-118.71,34.29,24.0,2983.0,406.0,1203,381,6,302000.0,0.3167082294264339
-118.71,34.29,21.0,2751.0,493.0,1432,483,5,221200.0,0.3372905027932961
-118.71,34.28,27.0,2911.0,562.0,1773,580,5,186600.0,0.32712915961646927
-118.71,34.27,26.0,990.0,223.0,719,232,3,179400.0,0.3226703755215577
-118.72,34.28,18.0,2229.0,371.0,1283,379,6,217700.0,0.2954014029618083
-118.72,34.28,17.0,3051.0,505.0,1705,495,6,218600.0,0.2903225806451613
-118.72,34.28,17.0,2654.0,478.0,1392,451,5,223900.0,0.3239942528735632
-118.72,34.14,7.0,23866.0,4407.0,9873,4012,5,318500.0,0.40636078193051756
-118.73,36.01,14.0,3263.0,651.0,1910,594,3,128900.0,0.31099476439790574
-118.73,34.29,8.0,4983.0,754.0,2510,725,7,276500.0,0.28884462151394424
-118.73,34.29,11.0,5451.0,736.0,2526,752,7,343900.0,0.2977038796516231
-118.73,34.27,23.0,4550.0,762.0,2301,744,5,205300.0,0.32333767926988266
-118.74,37.58,20.0,3301.0,779.0,1085,448,4,159300.0,0.4129032258064516
-118.74,34.27,23.0,2493.0,522.0,1488,505,4,215000.0,0.3393817204301075
-118.74,34.26,27.0,3467.0,545.0,1798,493,5,204100.0,0.27419354838709675
-118.74,34.26,22.0,4337.0,673.0,2347,636,5,222400.0,0.2709842351938645
-118.74,34.25,25.0,1815.0,281.0,960,284,5,214700.0,0.29583333333333334
-118.74,34.05,19.0,3487.0,686.0,2782,584,8,500001.0,0.20992092020129402
-118.75,34.33,27.0,534.0,85.0,243,77,8,330000.0,0.3168724279835391
-118.75,34.28,27.0,1452.0,251.0,928,259,5,186600.0,0.2790948275862069
-118.75,34.28,22.0,3844.0,537.0,1665,492,6,239900.0,0.2954954954954955
-118.75,34.27,26.0,966.0,191.0,690,191,5,188000.0,0.2768115942028985
-118.75,34.27,25.0,3371.0,502.0,1717,506,6,225000.0,0.2947000582411182
-118.75,34.27,20.0,3495.0,449.0,1629,428,6,264400.0,0.2627378759975445
-118.75,34.26,26.0,1767.0,265.0,1040,250,5,198100.0,0.2403846153846154
-118.75,34.26,24.0,2234.0,373.0,1325,383,5,193400.0,0.2890566037735849
-118.75,34.18,4.0,16704.0,2704.0,6187,2207,7,357600.0,0.3567156941975109
-118.75,34.17,16.0,2950.0,387.0,1228,379,5,346100.0,0.30863192182410426
-118.75,34.1,34.0,2255.0,402.0,857,317,5,377300.0,0.36989498249708286
-118.76,34.28,21.0,2786.0,342.0,1114,322,6,266300.0,0.289048473967684
-118.76,34.26,26.0,1929.0,293.0,1067,320,5,222100.0,0.29990627928772257
-118.76,34.26,26.0,1750.0,284.0,962,278,5,190400.0,0.288981288981289
-118.76,34.13,10.0,4355.0,716.0,2030,674,7,500001.0,0.33201970443349754
-118.77,34.28,6.0,4685.0,965.0,2180,909,5,208200.0,0.4169724770642202
-118.77,34.28,27.0,1416.0,251.0,1024,268,5,185200.0,0.26171875
-118.77,34.28,26.0,2873.0,480.0,1915,475,5,187700.0,0.24804177545691905
-118.77,34.27,10.0,1658.0,310.0,1053,333,5,209900.0,0.3162393162393162
-118.77,34.24,6.0,16222.0,2309.0,6700,2080,6,308100.0,0.31044776119402984
-118.78,34.27,20.0,2743.0,685.0,1798,613,4,170900.0,0.3409343715239155
-118.78,34.26,24.0,4072.0,582.0,1834,565,6,254500.0,0.3080697928026172
-118.78,34.25,13.0,1841.0,237.0,833,231,8,404700.0,0.2773109243697479
-118.78,34.16,9.0,30405.0,4093.0,12873,3931,8,399200.0,0.3053678241280199
-118.78,34.05,28.0,1343.0,215.0,487,199,7,500001.0,0.4086242299794661
-118.79,34.27,27.0,1146.0,189.0,595,197,5,198500.0,0.3310924369747899
-118.79,34.26,17.0,1986.0,249.0,761,241,7,401900.0,0.316688567674113
-118.8,34.27,12.0,3330.0,600.0,1577,584,5,264100.0,0.3703233988585923
-118.8,34.21,16.0,1466.0,196.0,661,209,6,282700.0,0.3161875945537065
-118.8,34.19,4.0,15572.0,2222.0,5495,2152,9,500001.0,0.3916287534121929
-118.8,34.15,9.0,1143.0,179.0,647,180,7,356700.0,0.2782071097372488
-118.81,34.28,20.0,3678.0,684.0,1882,694,4,196800.0,0.3687566418703507
-118.81,34.25,4.0,9147.0,1827.0,3950,1661,6,320800.0,0.42050632911392405
-118.82,36.13,43.0,1281.0,287.0,534,231,3,65700.0,0.43258426966292135
-118.82,35.23,31.0,2358.0,580.0,2302,574,2,53900.0,0.24934839270199827
-118.82,35.2,34.0,2185.0,469.0,1910,455,2,57300.0,0.23821989528795812
-118.82,34.15,9.0,655.0,110.0,222,109,8,337500.0,0.49099099099099097
-118.82,34.14,22.0,11668.0,1730.0,4054,1671,7,385500.0,0.41218549580661074
-118.83,35.27,33.0,1190.0,217.0,717,196,3,81300.0,0.2733612273361227
-118.83,35.2,17.0,1959.0,484.0,1763,453,2,53500.0,0.25694838343732274
-118.83,34.33,6.0,6679.0,1164.0,3196,1157,5,242600.0,0.3620150187734668
-118.83,34.23,6.0,8803.0,1114.0,3385,1010,9,425800.0,0.2983751846381093
-118.83,34.18,23.0,5647.0,786.0,2050,738,6,348300.0,0.36
-118.83,34.17,17.0,4668.0,628.0,1917,624,8,353900.0,0.325508607198748
-118.83,34.15,16.0,3380.0,731.0,1227,641,4,233200.0,0.5224123879380603
-118.83,34.14,16.0,1956.0,312.0,671,319,6,321800.0,0.47540983606557374
-118.83,34.14,16.0,1316.0,194.0,450,173,10,500001.0,0.3844444444444444
-118.84,34.22,11.0,3170.0,420.0,1418,432,8,361900.0,0.304654442877292
-118.84,34.21,16.0,4975.0,949.0,2537,971,5,224700.0,0.3827355143870713
-118.84,34.17,16.0,3449.0,820.0,1877,816,3,187500.0,0.43473628129994674
-118.84,34.16,18.0,6075.0,1056.0,2571,1018,5,399400.0,0.39595488136911705
-118.84,34.15,17.0,3785.0,494.0,1527,507,8,358500.0,0.3320235756385069
-118.84,34.11,12.0,7508.0,1058.0,2484,965,6,500001.0,0.3884863123993559
-118.85,35.23,26.0,1639.0,352.0,1222,395,2,68000.0,0.323240589198036
-118.85,35.2,17.0,2783.0,678.0,2566,641,2,51200.0,0.24980514419329697
-118.85,34.27,50.0,187.0,33.0,130,35,3,500001.0,0.2692307692307692
-118.85,34.25,17.0,5593.0,732.0,1992,660,7,342900.0,0.3313253012048193
-118.85,34.23,13.0,5094.0,764.0,2230,737,6,290900.0,0.3304932735426009
-118.85,34.21,29.0,2195.0,414.0,1360,401,3,206700.0,0.2948529411764706
-118.85,34.21,25.0,1328.0,209.0,691,228,5,241400.0,0.3299565846599132
